,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
25233,2020-08-16 11:04:26,4232,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25263,2020-08-16 11:17:53,4292,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25285,2020-08-16 11:39:09,4730,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25286,2020-08-16 11:39:19,4739,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25287,2020-08-16 11:39:29,4759,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25288,2020-08-16 11:39:39,4767,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25293,2020-08-16 11:44:51,4783,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37180,2020-08-26 13:50:18,7786,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37224,2020-08-26 14:32:51,7793,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37234,2020-08-26 14:40:05,7823,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37244,2020-08-26 14:50:07,8043,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37257,2020-08-26 15:00:04,8177,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37267,2020-08-26 15:04:41,8269,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37280,2020-08-26 15:10:04,8367,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37295,2020-08-26 15:20:04,8499,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37309,2020-08-26 15:30:05,8627,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37317,2020-08-26 15:40:04,8757,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37355,2020-08-26 16:19:03,8796,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37356,2020-08-26 16:20:04,8825,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37358,2020-08-26 16:23:43,9023,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37359,2020-08-26 16:24:04,9043,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37360,2020-08-26 16:24:20,9063,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37361,2020-08-26 16:25:20,9077,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37374,2020-08-26 16:30:10,9209,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37385,2020-08-26 16:40:08,9567,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37396,2020-08-26 16:50:04,9884,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37402,2020-08-26 16:50:28,9898,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37418,2020-08-26 17:07:49,10832,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37424,2020-08-26 17:10:03,10840,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37854,2020-08-27 06:30:09,16,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37862,2020-08-27 06:40:08,23,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37872,2020-08-27 06:50:07,30,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37885,2020-08-27 07:12:41,37,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37891,2020-08-27 07:20:10,188,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37895,2020-08-27 07:27:57,488,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37896,2020-08-27 07:29:40,579,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37900,2020-08-27 07:30:08,586,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37902,2020-08-27 07:32:07,621,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37903,2020-08-27 07:32:14,622,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37912,2020-08-27 07:40:09,631,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37914,2020-08-27 07:48:04,647,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37920,2020-08-27 07:50:09,669,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37953,2020-08-27 08:29:38,970,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38039,2020-08-27 09:32:49,2808,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38064,2020-08-27 09:52:53,3192,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38065,2020-08-27 09:53:34,3193,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38068,2020-08-27 09:56:20,3201,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38092,2020-08-27 10:17:14,3302,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38100,2020-08-27 10:20:02,3349,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38130,2020-08-27 10:44:49,3358,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38139,2020-08-27 10:54:52,3379,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38151,2020-08-27 11:09:00,3579,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38157,2020-08-27 11:10:03,3597,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38166,2020-08-27 11:20:03,3631,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38194,2020-08-27 11:40:03,3654,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38198,2020-08-27 11:40:24,3676,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38209,2020-08-27 11:50:03,3860,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38218,2020-08-27 12:00:02,4101,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38225,2020-08-27 12:01:56,4139,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38343,2020-08-27 13:03:11,4349,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38356,2020-08-27 13:13:18,4616,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38378,2020-08-27 13:30:46,5044,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38381,2020-08-27 13:34:04,5110,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38390,2020-08-27 13:40:03,5207,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38400,2020-08-27 13:50:02,5557,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38412,2020-08-27 14:00:02,5803,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38422,2020-08-27 14:05:05,5831,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38428,2020-08-27 14:10:02,6097,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38436,2020-08-27 14:20:34,6240,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38998,2020-08-27 21:10:02,6356,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39014,2020-08-27 21:20:02,6544,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39024,2020-08-27 21:30:07,6698,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39030,2020-08-27 21:40:08,6817,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39031,2020-08-27 21:47:23,6896,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39032,2020-08-27 21:50:07,6933,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39040,2020-08-27 22:00:07,6949,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39054,2020-08-27 22:47:06,7034,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39134,2020-08-28 05:49:41,19,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39161,2020-08-28 06:30:45,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39163,2020-08-28 06:32:02,117,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39190,2020-08-28 07:00:01,157,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39222,2020-08-28 07:30:01,388,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39234,2020-08-28 07:38:24,412,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39253,2020-08-28 07:50:01,587,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39267,2020-08-28 08:00:02,732,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39277,2020-08-28 08:10:01,899,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39280,2020-08-28 08:13:23,936,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39301,2020-08-28 08:30:01,1176,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39313,2020-08-28 08:37:25,1488,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39323,2020-08-28 08:40:01,1515,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39337,2020-08-28 08:50:02,1523,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39351,2020-08-28 09:00:02,1724,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39358,2020-08-28 09:05:19,1893,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39359,2020-08-28 09:05:26,1904,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39360,2020-08-28 09:06:01,1911,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39361,2020-08-28 09:07:13,1920,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39366,2020-08-28 09:10:01,1927,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39380,2020-08-28 09:20:02,1936,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39387,2020-08-28 09:25:48,1956,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39403,2020-08-28 09:32:22,1974,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39405,2020-08-28 09:36:46,2134,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39415,2020-08-28 09:40:01,2250,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39423,2020-08-28 09:40:26,2264,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39424,2020-08-28 09:40:35,2278,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39425,2020-08-28 09:40:45,2296,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39426,2020-08-28 09:40:55,2313,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39439,2020-08-28 09:50:02,2720,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39453,2020-08-28 09:55:47,2767,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39462,2020-08-28 10:00:03,2774,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39466,2020-08-28 10:00:41,2781,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39470,2020-08-28 10:05:26,2879,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39471,2020-08-28 10:05:46,2886,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39472,2020-08-28 10:05:56,2894,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39473,2020-08-28 10:06:46,2904,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39474,2020-08-28 10:06:55,2914,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39475,2020-08-28 10:07:04,2936,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39476,2020-08-28 10:07:14,2951,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39477,2020-08-28 10:07:24,2965,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39499,2020-08-28 10:24:56,3917,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39510,2020-08-28 10:30:35,4339,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39513,2020-08-28 10:32:55,4405,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39514,2020-08-28 10:33:15,4422,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39515,2020-08-28 10:33:24,4440,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39516,2020-08-28 10:33:35,4457,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39518,2020-08-28 10:34:53,4527,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39520,2020-08-28 10:35:12,4536,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39521,2020-08-28 10:35:22,4548,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39546,2020-08-28 10:40:39,4566,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39557,2020-08-28 10:44:41,4590,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39577,2020-08-28 10:47:48,4597,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39579,2020-08-28 10:48:08,4605,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39587,2020-08-28 10:50:48,4621,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39591,2020-08-28 10:53:05,4639,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39592,2020-08-28 10:53:15,4655,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39610,2020-08-28 11:00:37,4976,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39613,2020-08-28 11:00:56,4993,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39617,2020-08-28 11:01:06,5010,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39618,2020-08-28 11:01:16,5026,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39619,2020-08-28 11:01:25,5044,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39623,2020-08-28 11:01:58,5061,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39648,2020-08-28 11:07:41,5318,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39671,2020-08-28 11:16:37,5370,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39712,2020-08-28 11:30:04,5475,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39758,2020-08-28 12:04:48,5821,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39778,2020-08-28 12:22:04,6181,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39785,2020-08-28 12:24:58,6258,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39786,2020-08-28 12:25:11,6275,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39787,2020-08-28 12:27:17,6360,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39788,2020-08-28 12:28:31,6408,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39795,2020-08-28 12:30:20,6529,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39807,2020-08-28 12:42:16,6654,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39850,2020-08-28 13:12:10,6671,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39889,2020-08-28 13:45:27,6679,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39903,2020-08-28 13:54:14,6777,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39926,2020-08-28 14:23:04,7572,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39939,2020-08-28 14:40:05,8019,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40032,2020-08-28 15:43:49,8809,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40095,2020-08-28 16:44:49,9246,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40201,2020-08-28 18:10:06,13599,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40212,2020-08-28 18:26:29,13657,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40426,2020-08-28 22:40:21,13668,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40582,2020-08-29 07:25:04,71,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40586,2020-08-29 07:26:23,136,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40587,2020-08-29 07:26:39,150,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40588,2020-08-29 07:26:51,160,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40617,2020-08-29 07:44:01,1267,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40618,2020-08-29 07:44:57,1304,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40619,2020-08-29 07:48:38,1396,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40648,2020-08-29 08:07:27,2265,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40671,2020-08-29 08:25:41,2392,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40672,2020-08-29 08:27:24,2400,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40681,2020-08-29 08:30:53,2431,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40684,2020-08-29 08:40:02,2587,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40692,2020-08-29 08:44:06,2633,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40693,2020-08-29 08:44:24,2635,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40701,2020-08-29 08:50:06,2768,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40713,2020-08-29 09:00:08,3091,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40718,2020-08-29 09:10:04,3588,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40739,2020-08-29 09:30:07,4228,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40758,2020-08-29 09:48:52,4507,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40762,2020-08-29 09:50:06,4568,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40768,2020-08-29 09:51:02,4589,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40769,2020-08-29 09:51:22,4604,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40770,2020-08-29 09:51:32,4619,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40771,2020-08-29 09:51:42,4632,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40772,2020-08-29 09:51:52,4653,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40773,2020-08-29 09:56:56,4852,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40777,2020-08-29 10:00:06,4879,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40781,2020-08-29 10:04:08,4897,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40783,2020-08-29 10:09:22,5098,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40784,2020-08-29 10:09:41,5111,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40785,2020-08-29 10:09:51,5122,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40786,2020-08-29 10:10:02,5136,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40791,2020-08-29 10:10:12,5150,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40792,2020-08-29 10:11:10,5202,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40793,2020-08-29 10:11:59,5220,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40794,2020-08-29 10:12:09,5230,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40796,2020-08-29 10:14:05,5252,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40802,2020-08-29 10:21:19,5651,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40803,2020-08-29 10:21:28,5667,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40804,2020-08-29 10:21:38,5682,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40805,2020-08-29 10:21:48,5686,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40806,2020-08-29 10:21:58,5701,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40807,2020-08-29 10:22:08,5717,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40809,2020-08-29 10:23:36,5776,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40810,2020-08-29 10:23:46,5788,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40812,2020-08-29 10:23:56,5797,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40815,2020-08-29 10:24:24,5807,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40816,2020-08-29 10:24:34,5816,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40817,2020-08-29 10:24:44,5825,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40831,2020-08-29 10:32:55,6083,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40832,2020-08-29 10:33:05,6096,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40833,2020-08-29 10:33:14,6107,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40835,2020-08-29 10:33:54,6123,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40837,2020-08-29 10:35:57,6135,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40849,2020-08-29 10:44:51,6464,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40850,2020-08-29 10:45:20,6471,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40851,2020-08-29 10:45:30,6480,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40852,2020-08-29 10:45:40,6490,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40853,2020-08-29 10:45:49,6494,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40857,2020-08-29 10:50:07,6665,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40869,2020-08-29 10:56:41,6727,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40879,2020-08-29 11:05:37,6735,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40888,2020-08-29 11:16:03,6762,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40892,2020-08-29 11:17:56,6849,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40900,2020-08-29 11:21:20,6866,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40924,2020-08-29 11:41:56,6873,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40930,2020-08-29 11:45:17,6880,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40948,2020-08-29 11:59:46,6887,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45033,2020-09-02 17:11:18,2332,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45043,2020-09-02 17:20:00,2678,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45056,2020-09-02 17:30:03,2993,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45063,2020-09-02 17:40:02,3360,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45076,2020-09-02 17:50:02,3727,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45088,2020-09-02 17:58:22,3813,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45104,2020-09-02 18:05:49,3885,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45129,2020-09-02 18:20:02,3953,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45136,2020-09-02 18:26:57,4004,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45148,2020-09-02 18:37:59,4013,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45167,2020-09-02 18:47:36,4022,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45169,2020-09-02 18:49:35,4092,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45177,2020-09-02 18:56:44,4273,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45178,2020-09-02 18:57:48,4323,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45184,2020-09-02 19:00:07,4379,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45205,2020-09-02 19:20:07,4669,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45217,2020-09-02 19:40:06,4678,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45227,2020-09-02 19:50:09,4697,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45232,2020-09-02 20:00:06,4713,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45249,2020-09-02 20:20:17,4721,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45250,2020-09-02 20:24:15,4776,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45252,2020-09-02 20:27:04,4911,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45292,2020-09-02 21:20:06,4955,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45307,2020-09-02 21:40:09,4987,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45339,2020-09-02 22:30:07,5110,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45348,2020-09-02 23:03:36,5118,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45356,2020-09-02 23:20:16,5161,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45375,2020-09-03 02:20:12,26,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45419,2020-09-03 06:29:36,42,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45420,2020-09-03 06:30:11,58,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45448,2020-09-03 07:22:23,78,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45457,2020-09-03 07:31:41,104,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45489,2020-09-03 08:01:56,190,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45500,2020-09-03 08:16:38,278,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45506,2020-09-03 08:20:13,317,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45521,2020-09-03 08:30:13,572,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45529,2020-09-03 08:40:08,841,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45537,2020-09-03 08:50:06,1083,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45543,2020-09-03 09:00:04,1394,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45555,2020-09-03 09:07:04,1491,55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45561,2020-09-03 09:11:51,1502,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45564,2020-09-03 09:17:13,1552,54,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45577,2020-09-03 09:30:03,1570,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45596,2020-09-03 09:41:40,1577,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
